Unnamed: 0,_id,task,src,tgt,guidance_1,content,google/gemma-2-9b-it
37,908,gec,"Fix grammatical mistakes in this sentence: My six years at McKinsey & Company are enjoyable and stimulating, but I realizing my true passion lies in directly promoting/cultivates new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen and scientific prowess.","My six years at McKinsey & Company were enjoyable and stimulating, but I realized my true passion lies in directly promoting/cultivating new technologies and businesses that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess.",Fix grammatical mistakes in this sentence," My six years at McKinsey & Company are enjoyable and stimulating, but I realizing my true passion lies in directly promoting/cultivates new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen and scientific prowess.","My six years at McKinsey & Company were enjoyable and stimulating, but I realized my true passion lies in directly promoting/cultivating new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess.  
"
38,3,gec,"Fix grammatical errors: Their research shown that before Hurricane Sandy only "" about 50 percent during resident used the emergency departments, "" and "" only about 35 percents sought inpatient cares there and less than 10 percent used the hospitals when needing surgeries with any kind. ""","Their research showed that before Hurricane Sandy, only "" about 50 percent of residents used the emergency department "" and "" only about 35 percent sought inpatient care there, and less than 10 percent used the hospital when needing surgery of any kind. """,Fix grammatical errors," Their research shown that before Hurricane Sandy only "" about 50 percent during resident used the emergency departments, "" and "" only about 35 percents sought inpatient cares there and less than 10 percent used the hospitals when needing surgeries with any kind. ""","Their research showed that before Hurricane Sandy, only about 50 percent of residents used the emergency departments, and only about 35 percent sought inpatient care there. Less than 10 percent used the hospitals when needing surgeries of any kind. 
"
39,827,gec,"Fix grammaticality of the sentence: However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.","However, it may be true for us to have price weakness, as I mentioned in the SWOT analysis in comparison to nonconsulting firms, such as Intelligence, Ltd., Benesse Holdings, Inc., and Toyo Keizai Inc., because they usually provide ready-made service products.",Fix grammaticality of the sentence," However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.","However, it may be true through us to have price weakness within the context I mentioned concerning SWOT Analysis compared to non-consulting firms such as Intelligence, Ltd., Benesse Holdings, Inc., and TOYO KEIZAI INC., because they usually provide ready-made services and products. 
"
40,339,gec,"Fix grammatical errors: Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.","Fox and Savage report that the security measures, response, and intervention are significantly different within a K-12 setting versus a university setting.",Fix grammatical errors," Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.","Fox and Savage report that the security measures, response, and intervention are significantly different within a K-12 setting than in a university setting.  
"
41,114,gec,"Make the sentence fluent: Now a day student changed many aspects around thier study in orders to study useful subject without the filed that they really liking to study therefore, that will reflect the benefit on I students and the socities However, some people believe that student upon they allowed to studied useful only regardless their diser which will give the motivate to carried on studies, In my opinion we should allow them to studying what they like and where rather than restricted them within word certain subjects such as science and technology, and also we should incourage our student to choos. the eara that might be flowrshing their life and transferring the knowledges they obtains along prctices.","Nowadays students have changed many aspects of their studies in order to study useful subjects in a field that they really like to study therefore, that will be reflected in the benefit to students and societies. However, some people believe that students, if they are allowed to study something useful only, regardless of their desire which will give them the motivation to carry on studying. In my opinion we should allow them to study what they like and where rather than restricting them to choosing certain subjects such as science and technology, and also we should encourage our students to choose in the era when their life might be flourishing and put the knowledge they obtain into practice.",Make the sentence fluent," Now a day student changed many aspects around thier study in orders to study useful subject without the filed that they really liking to study therefore, that will reflect the benefit on I students and the socities However, some people believe that student upon they allowed to studied useful only regardless their diser which will give the motivate to carried on studies, In my opinion we should allow them to studying what they like and where rather than restricted them within word certain subjects such as science and technology, and also we should incourage our student to choos. the eara that might be flowrshing their life and transferring the knowledges they obtains along prctices.","<noedit 1>  [Corrected for fluency] </noedit 1>
Nowadays, students' study habits have drastically changed, as they now prioritize subjects deemed ""useful"" over those they genuinely enjoy. This shift often reflects the desire to enhance their employability and societal standing. However, some argue that students should be permitted to exclusively study subjects deemed beneficial, regardless of personal interest.  They believe this would boost motivation and academic pursuit.  

I believe that students should be allowed to study subjects that genuinely interest them, rather than being restricted to specific fields like science and technology.  We should encourage students to pursue areas  that have the potential to flourish in their lives and contribute to the advancement of knowledge.


"
42,928,gec,"Fix grammaticality: In fact, there been no real offers for economy and price brand.","In fact, there is no real offer in the Economy and Price categories.",Fix grammaticality," In fact, there been no real offers for economy and price brand.","<insert 1>There have</insert 1> been no real offers for economy and price brand. 
"
43,729,gec,"Make the sentence grammatical: Full times activities of 16-17 years olds United Kingdom (1989-1999) The general surge has been towards a two fold down growths in full time activity over the decade 1989-99; among evidenced by 95% activity rates, a decades earlier compared to 90% at present, and this down ward trend has been gradual and constant under shown by midinterval (1994) value of 8% nonactivities across comparing the main activities, the late teenager partake in nowadays, it been very suggestive that their engagement in full time educational activities had sore high - of a 21% rises over the period without consideration.","Full-time activities of 16 - to 17-year-olds the United Kingdom (1989-1999) The general tendency has been towards a twofold downward movement in full-time activity over the decade 1989-99 as evidenced by 95% activity rates a decade earlier compared to 90% at present, and this downward trend has been gradual and constant as shown by mid-interval (1994) values of 8% inactivity. While comparing the main activities the older teenagers partake in nowadays, it is very clear that their engagement in full-time educational activities has soared high - with a 21% rise over the period under consideration.",Make the sentence grammatical," Full times activities of 16-17 years olds United Kingdom (1989-1999) The general surge has been towards a two fold down growths in full time activity over the decade 1989-99; among evidenced by 95% activity rates, a decades earlier compared to 90% at present, and this down ward trend has been gradual and constant under shown by midinterval (1994) value of 8% nonactivities across comparing the main activities, the late teenager partake in nowadays, it been very suggestive that their engagement in full time educational activities had sore high - of a 21% rises over the period without consideration.","Full-time activities of 16-17-year-olds in the United Kingdom (1989-1999)  Show a general surge towards a two-fold decrease in full-time activity over the decade 1989-99. This is evidenced by a 95% activity rate in the earlier decade compared to 90% at present. This downward trend has been gradual and consistent, as shown by a mid-interval (1994) value of 8% non-activity. Comparing the main activities late teenagers participate in nowadays, it is highly suggestive that their engagement in full-time educational activities has soared—experiencing a 21% rise over the period. <noedit 1> [Original text is a run-on sentence. I have divided it into proper sentences.</noedit> 


"
44,280,gec,"Make the sentence grammatical: during the one hand I believe that the schools should were as funny as possible, so, expecially in secondary school, you should having the possibility to choose against some subject, plus addiction in the normal one, in order to studied something more enjoyable following the other hand, however, school has to provide students a reasonable preparation, so, according beyond me, it being necessary to has some obligatory subject (for example mathematics, the country's first language and a foreign languages etc. etc.)","On the one hand I believe that the school should be as much fun as possible, so, especially in secondary school, you should have the chance to choose from some subjects, in addition to the normal ones, in order to study something more enjoyable on the other hand, however, school has to provide students with a reasonable preparation, so, in my opinion, it's necessary to have some obligatory subjects (for example mathematics, the country's first language and a foreign language etc. etc.)",Make the sentence grammatical," during the one hand I believe that the schools should were as funny as possible, so, expecially in secondary school, you should having the possibility to choose against some subject, plus addiction in the normal one, in order to studied something more enjoyable following the other hand, however, school has to provide students a reasonable preparation, so, according beyond me, it being necessary to has some obligatory subject (for example mathematics, the country's first language and a foreign languages etc. etc.)","While I believe schools should be as engaging and enjoyable as possible, especially in secondary education, students should have the option to choose some subjects while also having the opportunity to study something more enjoyable in addition to compulsory ones. However, schools must provide students with a solid foundation of knowledge,  which includes mandatory subjects such as mathematics, the country's first language, and a foreign language.  


"
45,364,gec,Fix grammaticality in this sentence: Establishing a trellis system (training system need to consider the conditions of climates) which have benefit for canopies management and promote photosynthesis of leaves without excessive shadings thus reduce the incidences rate of disease and enhanced the development plus grapes.,Establishing a trellis system (training system needed to consider the condition of climate) which has the benefit of canopy management and promoting photosynthesis of leaves without excessive shading thus reduce the incidence rate of disease and enhancing the development of grapes.,Fix grammaticality in this sentence, Establishing a trellis system (training system need to consider the conditions of climates) which have benefit for canopies management and promote photosynthesis of leaves without excessive shadings thus reduce the incidences rate of disease and enhanced the development plus grapes.,"Establishing a trellis system  that effectively manages the canopy is essential for optimal grape growth <insert 1>and should consider the specific climate conditions in which the vines are planted.  A well-designed trellis promotes photosynthesis by ensuring leaves receive adequate sunlight while minimizing excessive shading which can lead to disease. This in turn enhances grape development by enabling efficient nutrient distribution and airflow.</insert 1>  


"
46,145,gec,"Fix grammaticality of the sentence: There is no liberty through this society as those in powers show in their wording such convictions after the ranks and files has no clues as to question, or they fear for their life not to questioned.","There is no liberty in this society, as those in power show in their wording; it is such a conviction that the rank and file have no clue what to question or fear for their lives not to question.",Fix grammaticality of the sentence," There is no liberty through this society as those in powers show in their wording such convictions after the ranks and files has no clues as to question, or they fear for their life not to questioned.","There is no liberty in this society, as those in power demonstrate through their wording. Such convictions are imposed after the ranks and files have no clue how to question or are afraid to do so for fear of reprisal.  
"
47,751,gec,"Fix grammaticality of the sentence: If you go with your friends you will have a lot of fun and you would do a lot through activities throughout them, such upon playing volley against the beach, gone shopping, playing at the seas and other good things, but the last words is yours.","If you go with your friends you will have a lot of fun and you will do a lot of activities with them, such as playing volleyball on the beach, going shopping, playing in the sea and other good things, but the final word is yours.",Fix grammaticality of the sentence," If you go with your friends you will have a lot of fun and you would do a lot through activities throughout them, such upon playing volley against the beach, gone shopping, playing at the seas and other good things, but the last words is yours.","If you go with your friends, you will have a lot of fun, and you can do many things throughout the trip, such as playing volleyball on the beach, going shopping, playing at the seashore, and other fun activities. But the last words are yours. 
 
"
48,188,gec,"Fix grammatical mistakes in this sentence: The evidence shows out CP was hired across November 2012 towards a dispatches it also showing that the CP was discharged by the Respondents on July 07, 2015 until failure to pass a background check due to pass felonies convictions.",The evidence shows that the CP was hired on November 2012 as a dispatch. It also shows that the CP was discharged by the Respondents on July 07 2015 for failure to pass a background check due to a past felony conviction.,Fix grammatical mistakes in this sentence," The evidence shows out CP was hired across November 2012 towards a dispatches it also showing that the CP was discharged by the Respondents on July 07, 2015 until failure to pass a background check due to pass felonies convictions.","The evidence shows that our CP was hired across November 2012 toward a dispatch; it also showing that the CP was discharged by the Respondents on July 07, 2015, due to failing a background check because of past felony convictions.  
"
49,68,gec,"Make the sentence grammatical: You say you is providing training service and I would liking to knowing whether you could send some above your specialists to done the in-house training for our companies What is most important is that the system must be ready in one month above now from our shop-assistants doingn't cope with the flows along clients and thus, can't give the proper consultations for everyone.",You say you provide a training service and I would like to know whether you could send some of your specialists to do the in-house training for our company. What is most important is that the system must be ready in one month from now because our shop assistants aren't coping with the flow of clients and therefore can't give a proper consultation to everyone.,Make the sentence grammatical," You say you is providing training service and I would liking to knowing whether you could send some above your specialists to done the in-house training for our companies What is most important is that the system must be ready in one month above now from our shop-assistants doingn't cope with the flows along clients and thus, can't give the proper consultations for everyone.","You say you are providing a training service, and I would like to know if you could send some of your specialists to do in-house training for our company. What is most important is that the system must be ready in one month, as our shop assistants are not coping with the flow of clients and thus cannot give proper consultations to everyone.  <noedit 1>[No edits needed for the sentence.Grammatical errors have been corrected. ]<noedit> 
"
50,1298,neutralize,"Neutralize this text: during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the azerbaijani region of nagorno-karabakh which eventually developed into a full-scale war.","during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the region of nagorno-karabakh which eventually developed into a full-scale war.",Neutralize this text," during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the azerbaijani region of nagorno-karabakh which eventually developed into a full-scale war.","During his time as prime minister, tensions arose with Armenia, another newly independent nation. Ethnic Armenians in the Azerbaijani region of Nagorno-Karabakh, faced growing unrest, which ultimately escalated into a full-scale war. 
"
51,1558,neutralize,"Neutralize this text: most of the denomination's official theological bodies, such as the biblical research institute, occupy a moderate position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".","most of the denomination's official theological bodies, such as the biblical research institute, occupy a neutral position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".",Neutralize this text," most of the denomination's official theological bodies, such as the biblical research institute, occupy a moderate position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".","The majority of the denomination's official theological bodies, including the Biblical Research Institute, hold moderate theological views. These views affirm the 28 fundamental beliefs and do not align with either a ""historic"" or ""progressive"" stance. 



"
52,1763,neutralize,Remove unsourced opinions from this text: slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.,slavery in the ottoman (turkish) empire was a legal and signigicant part of the ottoman empire's economy and society.,Remove unsourced opinions from this text, slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.,"slavery in the ottoman (turkish) empire was a legal part of the ottoman empire's economy and society. <delete 1>Important</delete 1> 


"
53,1353,neutralize,"Remove non-neutral points of view: des lynam lived there with his mistress , harriet hopkins, from 2005 until 2006.","des lynam lived there with his partner , harriet hopkins, from 2005 until 2006.",Remove non-neutral points of view," des lynam lived there with his mistress , harriet hopkins, from 2005 until 2006.","des lynam lived there with harriet hopkins from 2005 until 2006.  
"
54,1570,neutralize,"Make this paragraph more neutral: israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.","israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the west bank and gaza strip.",Make this paragraph more neutral," israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.","<delete 1> israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.</delete 1><insert 1>The Israeli-Palestinian conflict is a long-standing dispute, with a focal point being the status of the West Bank and Gaza Strip. </insert 1> 
"
55,1731,neutralize,"Remove non-neutral points of view: in 1938, the great poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:","in 1938, the poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:",Remove non-neutral points of view," in 1938, the great poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:","in 1938, the poet William Butler Yeats addressed the issue of the O'Rahilly in a well-known poem, which begins: 
"
56,1328,neutralize,Remove unsourced opinions from this text: it was the first time that indians had enjoyed any sort of representation at the national level.,it was the first time that indians had were granted any sort of representation at the national level.,Remove unsourced opinions from this text, it was the first time that indians had enjoyed any sort of representation at the national level.," it was the first time that Indians had enjoyed any sort of representation at the national level. 


"
57,1302,neutralize,"Make this text more neutral: another notable author was j.b. priestley, who used to write plays, novels and other great pieces of work.","another notable author was j.b. priestley, who used to write plays, novels and other pieces of work.",Make this text more neutral," another notable author was j.b. priestley, who used to write plays, novels and other great pieces of work.","Another notable author was J.B. Priestley.  He produced works including plays and novels.  
"
58,1123,neutralize,"Make this text less biased: the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him /her with their pitiful user created ""problems"".","the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him with their pitiful user created ""problems"".",Make this text less biased," the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him /her with their pitiful user created ""problems"".","The ""bofh"" ( Bastard Operator From Hell), a fictional character created by Simon Travaglia,  is a  system administrator who sometimes struggles with frustration when dealing with users (""lusers""), colleagues, and superiors. These challenges are often portrayed in humorous ways, highlighting the sometimes tense relationships between those who manage technology and those who rely on it. 
"
59,1490,neutralize,Neutralize this text: carles puigdemont i casamaj ( ; 29 december 1962) is a spanish politician and former journalist.,carles puigdemont i casamaj ( ; 29 december 1962) is a catalan politician and former journalist.,Neutralize this text, carles puigdemont i casamaj ( ; 29 december 1962) is a spanish politician and former journalist.,"Carles Puigdemont i Casamajor (born 29 December 1962) is a Spanish politician and former journalist.  




"
60,1142,neutralize,"Neutralize this text: trips has been criticised by the alter-globalization movement, regarding for example its consequences for the aids pandemic in africa.","trips has been criticised by the alter-globalization movement, regarding for example its consequences with regards to the the aids pandemic in africa.",Neutralize this text," trips has been criticised by the alter-globalization movement, regarding for example its consequences for the aids pandemic in africa.","<insert 1> Tourism development has been a subject of debate, with some critics within the alter-globalization movement raising concerns about its potential impacts. For instance, they have highlighted issues related to the spread of infectious diseases, such as the AIDS pandemic in Africa, and emphasized the need for responsible and sustainable tourism practices.</insert 1> 


"
61,1796,neutralize,"Make this more neutral: in february 2007, neil received mixed reviews for a controversial cheapshot that injured buffalo's chris drury.","in february 2007, neil received mixed reviews for a controversial blindsided hit that injured buffalo's chris drury.",Make this more neutral," in february 2007, neil received mixed reviews for a controversial cheapshot that injured buffalo's chris drury.","In February 2007, Neil's tackle on Buffalo's Chris Drury drew criticism for its potential to cause injury. 


"
62,1611,neutralize,Remove points of view: it was this insult by their own comrades which provoked the mutiny .,it was this insult by their own comrades which provoked the rebellion .,Remove points of view, it was this insult by their own comrades which provoked the mutiny .,"<delete 1> it was this insult by their own comrades which provoked the mutiny .</delete 1>  
"
63,1294,neutralize,"Make this paragraph more neutral: many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present serious safety challenges for roof hackers.","many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present safety challenges for roof hackers.",Make this paragraph more neutral," many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present serious safety challenges for roof hackers.","Buildings at American universities often feature flat roofs, while pitched roofs, typically designed to manage snow and heavy rainfall, may pose safety concerns for individuals accessing rooftops illegally. 
"
64,1783,neutralize,"Make this text more neutral: munster, ontario (also known as munster hamlet) is a quiet village situated south-west of stittsville, west of richmond and north of north gower.","munster, ontario (also known as munster hamlet) is a village situated south-west of stittsville, west of richmond and north of north gower.",Make this text more neutral," munster, ontario (also known as munster hamlet) is a quiet village situated south-west of stittsville, west of richmond and north of north gower.","Munster, Ontario (also known as Munster Hamlet), is a village located southwest of Stittsville, west of Richmond, and north of North Gower. 


"
65,1735,neutralize,"Remove non-neutral points of view: major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 liberation of iraq.","major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 invasion of iraq.",Remove non-neutral points of view," major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 liberation of iraq.","Major events during Bush's presidency involving the United States include the collision of a US spy plane with a Chinese fighter jet in April 2001 and its subsequent forced landing in Hainan province, the September 11, 2001 attacks and the subsequent War on Terror, and the 2003 invasion and occupation of Iraq. 
"
66,1749,neutralize,"Remove POV: only one practitioner responded, and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).","only one practitioner responded, and the results were statistically insignificant (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).",Remove POV," only one practitioner responded, and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).","<delete 1>only one practitioner responded, and the results were negative </delete 1><insert 1>The practitioner correctly identified 11 out of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions. </insert 1> 
"
67,1439,neutralize,Make this text more neutral: ganton cricket team plays at the ground overlooking the a64 next to the thriving village hall.,ganton cricket team plays at the ground overlooking the a64 next to the village hall.,Make this text more neutral, ganton cricket team plays at the ground overlooking the a64 next to the thriving village hall.,"The Ganton cricket team's home ground is situated adjacent to the A64 road, overlooking the village hall. 
"
68,1522,neutralize,"Make this paragraph more neutral: trivium is a thrash metal band from orlando, florida.","trivium is a heavy metal band from orlando, florida.",Make this paragraph more neutral," trivium is a thrash metal band from orlando, florida.","Trivium is a thrash metal band based in Orlando, Florida. 
"
69,1668,neutralize,Make this text less biased: areas with very high elevation in the upper himalayas near the tibetan border enjoy an alpine or tundra climate.,areas with very high elevation in the upper himalayas near the tibetan border experience an alpine or tundra climate.,Make this text less biased, areas with very high elevation in the upper himalayas near the tibetan border enjoy an alpine or tundra climate.,"Areas at high elevations in the upper Himalayas, near the Tibetan border, experience a climate characterized as alpine or tundra. 
"
70,1478,neutralize,Remove POV: arguably the most famous meeting in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,arguably the most famous auburn victory in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,Remove POV, arguably the most famous meeting in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,"<delete 1>arguably the most famous meeting in the rivalry is</delete 1>The 1972 victory by auburn over the #2-ranked and heavily favored alabama team is <insert 1>widely considered</insert 1> one of the most famous meetings in the rivalry.  
"
71,1642,neutralize,"Make this text less biased: the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the superior small family car segment for the first time.","the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the small family car segment for the first time.",Make this text less biased," the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the superior small family car segment for the first time.","The production version of the third generation of A-Class vehicles was based on the 2011 Concept A-Class and was unveiled at the 2012 Geneva Motor Show.  It is larger than the previous two generations of the A-Class, with an overall length of [Insert total length here], positioning it within the premium compact car segment for the first time. 



"
72,1121,neutralize,"Remove points of view: the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by many outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.","the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.",Remove points of view," the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by many outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.","the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement. It is regarded by some observers as a new religious movement, sometimes as a ""neo-hindu"" sect. 
"
73,1227,neutralize,Neutralize this text: these skyy infusions are made with real fruit.,these skyy infusions are made with fruit.,Neutralize this text, these skyy infusions are made with real fruit.,"<delete 1>these skyy infusions are made with real fruit.</delete 1>  <insert 1>Skyy Infusions offer a delicious and refreshing way to enjoy the flavors of real fruit.</insert 1> 


"
74,1415,neutralize,"Make this text less biased: under his tutelage , china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.","under his leadership, china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.",Make this text less biased," under his tutelage , china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.","Under his leadership, China underwent significant economic growth through a series of reforms. This period also saw improvements in China's relationships with other nations.  Simultaneously, the Communist Party retained its strong hold on political power. 


"
75,1271,neutralize,"Make this text less biased: the reagan administration provides support to the rebel contras , a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.","the reagan administration , as part of the cold war and perceiving the sandinistas as communist, provided support to the rebel contras, a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.",Make this text less biased," the reagan administration provides support to the rebel contras , a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.","The Reagan administration provided support to the Contras, a group that has been accused of serious human rights abuses, including allegations of rape, murder, torture, and mutilation. 
"
76,1296,neutralize,"Make this more neutral: the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against under-performing richer monasteries was always envisaged.","the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against richer monasteries was always envisaged.",Make this more neutral," the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against under-performing richer monasteries was always envisaged.","The academic consensus suggests that the extensive efforts made to facilitate the transfer of monks and nuns from suppressed monasteries to existing ones indicate that monastic reform remained, at least in the king's perspective, the guiding principle. However, the expectation of further, large-scale measures against underperforming, wealthier monasteries persists. 


"
77,1174,neutralize,"Neutralize this text: with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.","with the aid of his nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.",Neutralize this text," with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.","<delete 1> with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.</delete 1> 
"
78,1812,neutralize,"Neutralize this text: on 29 june 2007 price gave birth to her third child, a daughter ridiculously named princess tiamii.","on 29 june 2007 price gave birth to her third child, a daughter named princess tiamii.",Neutralize this text," on 29 june 2007 price gave birth to her third child, a daughter ridiculously named princess tiamii.","On June 29, 2007, Price welcomed her third child, a daughter. 


"
79,1733,neutralize,"Make this text more neutral: kosovo albanians organized a peaceful separatist movement, creating a number of parallel structures in education, medical care, and taxation.","kosovo albanians organized a separatist movement, creating a number of parallel structures in education, medical care, and taxation.",Make this text more neutral," kosovo albanians organized a peaceful separatist movement, creating a number of parallel structures in education, medical care, and taxation.","In Kosovo, Albanians established a parallel system of governance, encompassing areas such as education, healthcare, and taxation. This system operated independently of the existing Serbian-led authorities. <noedit 1>[No excerpt mentions peaceful separatist movement]</noedit>  
"
80,1444,neutralize,"Make this paragraph more neutral: 1543 - nicolas copernicus, polish astronomer (b.","1543 - nicolas copernicus, astronomer (b.",Make this paragraph more neutral," 1543 - nicolas copernicus, polish astronomer (b.","1543 - Nicholaus Copernicus, Polish astronomer (b.  <insert 1>Born in Toruń, Poland, Copernicus is best known for his heliocentric model of the solar system. </insert 1>)  
"
81,1778,neutralize,"Neutralize this text: the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm moral structure which exacts retribution for the sexual libertinism of the central characters.","the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm society structure which exacts retribution for the sexual libertinism of the central characters.",Neutralize this text," the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm moral structure which exacts retribution for the sexual libertinism of the central characters.","The novel's portrayal of sexuality gained significant attention in China, comparable to the notoriety of works like ""Fanny Hill"" and ""Lolita"" in English literature. However, some critics, including translator David Tod Roy, perceive a strong moral framework within the narrative that addresses the sexual choices made by the main characters.  
"
82,1782,neutralize,"Make this paragraph more neutral: today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers mediocre master's and doctoral degrees.","today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers master's and doctoral degrees.",Make this paragraph more neutral," today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers mediocre master's and doctoral degrees.","Today, UCR focuses primarily on undergraduate education, providing 78 majors and 45 minors.  While it also offers master's and doctoral degrees, these programs are less prominently emphasized. 



"
