_id,task,src,tgt,guidance_1,content,google/gemma-2-9b-it,Extracted Original Text,Correct ?,Error Reason,grounded ?
851,gec,"Fix grammar in this sentence: How did you hear about Brown (e.g. college counselor, Brown alumnus/a, website, social media, etc)?","How did you hear about Brown (e.g., college counselor, Brown alumnus/a, website, social media, etc.)?",Fix grammar in this sentence," How did you hear about Brown (e.g. college counselor, Brown alumnus/a, website, social media, etc)?","How did you hear about Brown (e.g., college counselor, Brown alumnus/a, website, social media, etc.)? <noedit 1>[No grammar errors found]</noedit 1> 
","How did you hear about Brown (e.g., college counselor, Brown alumnus/a, website, social media, etc.)?",True,,False
1045,gec,"Make the sentence fluent: Although the Japanese government usually initiating such negotiation, I requested our governments to let us discuss with the Chinese officers directly against orders to shows our commitments between them, as a delegate despite Japanese private sectors for the issues.","Although the Japanese government usually initiates such negotiation, I requested our government to let us discuss with the Chinese officers directly in order to show our commitment to them as a delegate of Japanese private sectors for the issues.",Make the sentence fluent," Although the Japanese government usually initiating such negotiation, I requested our governments to let us discuss with the Chinese officers directly against orders to shows our commitments between them, as a delegate despite Japanese private sectors for the issues.","Although the Japanese government usually initiates such negotiations, I requested that our governments allow us to discuss directly with the Chinese officers, despite orders to the contrary, as a demonstration of our commitment between them as a delegate representing the Japanese private sector on these issues. 

<noedit 1> [No changes needed to the sentence]</noedit>



","Although the Japanese government usually initiates such negotiations, I requested that our governments allow us to discuss directly with the Chinese officers, despite orders to the contrary, as a demonstration of our commitment between them as a delegate representing the Japanese private sector on these issues.",True,,False
558,gec,"Fix grammaticality of the sentence: The first things is the traffic issue that were came despite high consumes of private cars, Yet many cities, such as Tehran, do not having the capacity for cars.","The first thing is the traffic issue, which is caused by the high number of private cars. Yet many cities, such as Tehran, do not have the capacity for cars.",Fix grammaticality of the sentence," The first things is the traffic issue that were came despite high consumes of private cars, Yet many cities, such as Tehran, do not having the capacity for cars.","<delete 1>The first things is the traffic issue that were came despite high consumes of private cars, Yet many cities, such as Tehran, do not having the capacity for cars.</delete 1><insert 1>One major issue is traffic congestion, despite the high consumption of private cars. Many cities, such as Tehran, lack the capacity to accommodate the number of vehicles on the road.</insert 1>


","The first things is the traffic issue that were came despite high consumes of private cars, Yet many cities, such as Tehran, do not having the capacity for cars.",True,,True
795,gec,"Fix grammatical mistakes in this sentence: But the supporters arguing without methane's effects through global warming are not only less severe of carbon dioxide's, but the concern about leakage is very unnecessary considering the advance for technology today.",The supporters argue not only that methane's effects on global warming are less severe than carbon dioxide's but also that the concern about leakage is very unnecessary considering the advances in technology today.,Fix grammatical mistakes in this sentence," But the supporters arguing without methane's effects through global warming are not only less severe of carbon dioxide's, but the concern about leakage is very unnecessary considering the advance for technology today.","But supporters arguing that methane's effects on global warming are less severe than carbon dioxide's are not only overlooking the concern about leakage, which is very unnecessary considering advancements in technology today. <noedit 1>[No grammatical errors found]</noedit> 


","But supporters arguing that methane's effects on global warming are less severe than carbon dioxide's are not only overlooking the concern about leakage, which is very unnecessary considering advancements in technology today.",True,,False
554,gec,"Fix grammar in this sentence: The activity we would like to engaging them since are the following: a martial arts group that would enable them to improved their fitness levels as well as deal with anger in a constructive ways a youths theatres a photography workshop to raised interest in our local area (its nature, history and people) meeting with successful local professional who could act as role models, and carrer advisors concerning Barnet Job Centre plus. an "" after-school weekend club where the teenagers would help younger children with their homework.","The activities we would like to engage them in are the following: a martial arts group that would enable them to improve their fitness levels as well as deal with anger in a constructive way a youth theatre a photography workshop to raise interest in our local area (its nature, history and people) meetings with successful local professionals who could act as role models, and career advisors from Barnet Job Centre an after-school weekend club where the teenagers would help younger children with their homework.",Fix grammar in this sentence," The activity we would like to engaging them since are the following: a martial arts group that would enable them to improved their fitness levels as well as deal with anger in a constructive ways a youths theatres a photography workshop to raised interest in our local area (its nature, history and people) meeting with successful local professional who could act as role models, and carrer advisors concerning Barnet Job Centre plus. an "" after-school weekend club where the teenagers would help younger children with their homework.","The activity we would like to engage them in since are the following: a martial arts group that would enable them to improve their fitness levels as well as deal with anger in a constructive way; a youth's theatre; a photography workshop to raise interest in our local area (its nature, history, and people); meeting with successful local professionals who could act as role models and career advisors, concerning Barnet Job Centre plus; and an “after-school/weekend club where teenagers would help younger children with their homework.


  

",,False,NO_TAGS_FOUND,
1086,gec,"Fix grammatical errors: I want to see you as posible you can, near I'll be in holidays at the same time like you, so you can come to my cities, well actualy is a little town, but we can does many things here like fishes within the near lakes, or maybe we can go to visit some touristic places and between you like adventure we can going at a trip of 4 days in the countries for camping.","I want to see you as soon as you possibly can, because I'll be on holiday at the same time as you, so you can come to my city, well actually it is a little town, but we can do a lot of things here like fish in the nearby lakes, or maybe we can go to visit some tourist places and if you like adventure we can go on a trip for 4 days in the country camping.",Fix grammatical errors," I want to see you as posible you can, near I'll be in holidays at the same time like you, so you can come to my cities, well actualy is a little town, but we can does many things here like fishes within the near lakes, or maybe we can go to visit some touristic places and between you like adventure we can going at a trip of 4 days in the countries for camping.","I would love to see as much of you as possible! I'll be on vacation around the same time, so you could come to my city.  It's actually a small town, but we can do a lot of things there, like fishing in the nearby lakes.  We could also visit some tourist attractions.  If you're up for an adventure, we could even go on a four-day camping trip to a nearby country. 


",,False,NO_TAGS_FOUND,
908,gec,"Fix grammatical mistakes in this sentence: My six years at McKinsey & Company are enjoyable and stimulating, but I realizing my true passion lies in directly promoting/cultivates new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen and scientific prowess.","My six years at McKinsey & Company were enjoyable and stimulating, but I realized my true passion lies in directly promoting/cultivating new technologies and businesses that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess.",Fix grammatical mistakes in this sentence," My six years at McKinsey & Company are enjoyable and stimulating, but I realizing my true passion lies in directly promoting/cultivates new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen and scientific prowess.","My six years at McKinsey & Company were enjoyable and stimulating, but I realize my true passion lies in directly promoting/cultivating new technologies and businesses that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess. <noedit 1>[No grammatical error correction needed]</noedit 1>  



","My six years at McKinsey & Company were enjoyable and stimulating, but I realize my true passion lies in directly promoting/cultivating new technologies and businesses that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess.",True,,False
3,gec,"Fix grammatical errors: Their research shown that before Hurricane Sandy only "" about 50 percent during resident used the emergency departments, "" and "" only about 35 percents sought inpatient cares there and less than 10 percent used the hospitals when needing surgeries with any kind. ""","Their research showed that before Hurricane Sandy, only "" about 50 percent of residents used the emergency department "" and "" only about 35 percent sought inpatient care there, and less than 10 percent used the hospital when needing surgery of any kind. """,Fix grammatical errors," Their research shown that before Hurricane Sandy only "" about 50 percent during resident used the emergency departments, "" and "" only about 35 percents sought inpatient cares there and less than 10 percent used the hospitals when needing surgeries with any kind. ""","Their research showed that before Hurricane Sandy, only about 50 percent of residents used the emergency departments, only about 35 percent sought inpatient care there, and less than 10 percent used the hospital for surgeries. <noedit 1>[No grammatical errors detected]</noedit>  
","Their research showed that before Hurricane Sandy, only about 50 percent of residents used the emergency departments, only about 35 percent sought inpatient care there, and less than 10 percent used the hospital for surgeries.",True,,False
827,gec,"Fix grammaticality of the sentence: However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.","However, it may be true for us to have price weakness, as I mentioned in the SWOT analysis in comparison to nonconsulting firms, such as Intelligence, Ltd., Benesse Holdings, Inc., and Toyo Keizai Inc., because they usually provide ready-made service products.",Fix grammaticality of the sentence," However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.","<delete 1>However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.</delete 1><insert 1>One potential weakness compared to non-consulting firms like Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and others is the possibility of experiencing price pressure. This is because they often offer ready-made services and products.</insert 1> 


","However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.",True,,True
339,gec,"Fix grammatical errors: Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.","Fox and Savage report that the security measures, response, and intervention are significantly different within a K-12 setting versus a university setting.",Fix grammatical errors," Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.","<delete 1>Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.</delete 1><insert 1>Fox and Savage report that the security measures, response, and intervention differ significantly between K-12 and university settings.</insert 1>
","Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.",True,,True
114,gec,"Make the sentence fluent: Now a day student changed many aspects around thier study in orders to study useful subject without the filed that they really liking to study therefore, that will reflect the benefit on I students and the socities However, some people believe that student upon they allowed to studied useful only regardless their diser which will give the motivate to carried on studies, In my opinion we should allow them to studying what they like and where rather than restricted them within word certain subjects such as science and technology, and also we should incourage our student to choos. the eara that might be flowrshing their life and transferring the knowledges they obtains along prctices.","Nowadays students have changed many aspects of their studies in order to study useful subjects in a field that they really like to study therefore, that will be reflected in the benefit to students and societies. However, some people believe that students, if they are allowed to study something useful only, regardless of their desire which will give them the motivation to carry on studying. In my opinion we should allow them to study what they like and where rather than restricting them to choosing certain subjects such as science and technology, and also we should encourage our students to choose in the era when their life might be flourishing and put the knowledge they obtain into practice.",Make the sentence fluent," Now a day student changed many aspects around thier study in orders to study useful subject without the filed that they really liking to study therefore, that will reflect the benefit on I students and the socities However, some people believe that student upon they allowed to studied useful only regardless their diser which will give the motivate to carried on studies, In my opinion we should allow them to studying what they like and where rather than restricted them within word certain subjects such as science and technology, and also we should incourage our student to choos. the eara that might be flowrshing their life and transferring the knowledges they obtains along prctices.","<noedit 1>[No search text found]</noedit 1>  Students today are changing many aspects of their studies to focus on useful subjects, even if they aren't necessarily passionate about them.<insert 1> This shift aims to directly benefit students and society.</insert 1> <noedit 2>[No search text found]</noedit 2> However, some believe that students should only be allowed to study what is deemed useful, regardless of their interests.<insert 2> This argument suggests that such a restriction would motivate students to persevere in their studies.</insert 2> In my opinion,  we should empower students to pursue their passions and allow them to choose their areas of study.<delete 3>therefore, that will reflect the benefit on I students and the socities However</delete 3> Rather than confining them to subjects like science and technology, we should encourage them to explore fields that resonate with them and could lead to fulfilling careers.<insert 3> By nurturing their interests, we can help students flourish and effectively apply their knowledge through practical experience.</insert 3> 


",,False,ERROR_WITH_TAGS,
928,gec,"Fix grammaticality: In fact, there been no real offers for economy and price brand.","In fact, there is no real offer in the Economy and Price categories.",Fix grammaticality," In fact, there been no real offers for economy and price brand.","In fact, there have been no real offers for economy and price brand. 
<noedit 1>[Sentence corrected for grammaticality]</noedit> 




","In fact, there have been no real offers for economy and price brand.",True,,False
729,gec,"Make the sentence grammatical: Full times activities of 16-17 years olds United Kingdom (1989-1999) The general surge has been towards a two fold down growths in full time activity over the decade 1989-99; among evidenced by 95% activity rates, a decades earlier compared to 90% at present, and this down ward trend has been gradual and constant under shown by midinterval (1994) value of 8% nonactivities across comparing the main activities, the late teenager partake in nowadays, it been very suggestive that their engagement in full time educational activities had sore high - of a 21% rises over the period without consideration.","Full-time activities of 16 - to 17-year-olds the United Kingdom (1989-1999) The general tendency has been towards a twofold downward movement in full-time activity over the decade 1989-99 as evidenced by 95% activity rates a decade earlier compared to 90% at present, and this downward trend has been gradual and constant as shown by mid-interval (1994) values of 8% inactivity. While comparing the main activities the older teenagers partake in nowadays, it is very clear that their engagement in full-time educational activities has soared high - with a 21% rise over the period under consideration.",Make the sentence grammatical," Full times activities of 16-17 years olds United Kingdom (1989-1999) The general surge has been towards a two fold down growths in full time activity over the decade 1989-99; among evidenced by 95% activity rates, a decades earlier compared to 90% at present, and this down ward trend has been gradual and constant under shown by midinterval (1994) value of 8% nonactivities across comparing the main activities, the late teenager partake in nowadays, it been very suggestive that their engagement in full time educational activities had sore high - of a 21% rises over the period without consideration.","Full-time activities of 16-17-year-olds in the United Kingdom (1989-1999) have generally shown a twofold decrease in full-time activity over the decade 1989-99. <noedit 2> [No extract mentioning heart health] </noedit 2> This is evidenced by activity rates of 95% a decade earlier compared to the current 90%. <noedit 3> [No search text found] </noedit 3> This downward trend has been gradual and consistent, as shown by the mid-interval (1994) value of 8% non-activity.  Comparing the main activities that late teenagers engage in nowadays, it is very suggestive that their engagement in full-time educational activities has significantly increased -  a 21% rise over the period without further consideration. 

",,False,ERROR_WITH_TAGS,
280,gec,"Make the sentence grammatical: during the one hand I believe that the schools should were as funny as possible, so, expecially in secondary school, you should having the possibility to choose against some subject, plus addiction in the normal one, in order to studied something more enjoyable following the other hand, however, school has to provide students a reasonable preparation, so, according beyond me, it being necessary to has some obligatory subject (for example mathematics, the country's first language and a foreign languages etc. etc.)","On the one hand I believe that the school should be as much fun as possible, so, especially in secondary school, you should have the chance to choose from some subjects, in addition to the normal ones, in order to study something more enjoyable on the other hand, however, school has to provide students with a reasonable preparation, so, in my opinion, it's necessary to have some obligatory subjects (for example mathematics, the country's first language and a foreign language etc. etc.)",Make the sentence grammatical," during the one hand I believe that the schools should were as funny as possible, so, expecially in secondary school, you should having the possibility to choose against some subject, plus addiction in the normal one, in order to studied something more enjoyable following the other hand, however, school has to provide students a reasonable preparation, so, according beyond me, it being necessary to has some obligatory subject (for example mathematics, the country's first language and a foreign languages etc. etc.)","While on one hand, I believe schools should be as engaging and humorous as possible, particularly in secondary school, students should have the option to choose against certain subjects and pursue additional, more enjoyable options.  <noedit 2>[No change needed]</noedit 2> On the other hand, schools must provide students with a solid foundational education. Therefore, in my opinion, there should be some compulsory subjects, such as mathematics, the country's first language, and a foreign language. <noedit 3>[No change needed]</noedit 3>



   
",,False,ERROR_WITH_TAGS,
364,gec,Fix grammaticality in this sentence: Establishing a trellis system (training system need to consider the conditions of climates) which have benefit for canopies management and promote photosynthesis of leaves without excessive shadings thus reduce the incidences rate of disease and enhanced the development plus grapes.,Establishing a trellis system (training system needed to consider the condition of climate) which has the benefit of canopy management and promoting photosynthesis of leaves without excessive shading thus reduce the incidence rate of disease and enhancing the development of grapes.,Fix grammaticality in this sentence, Establishing a trellis system (training system need to consider the conditions of climates) which have benefit for canopies management and promote photosynthesis of leaves without excessive shadings thus reduce the incidences rate of disease and enhanced the development plus grapes.,"Establishing a trellis system (training system needs to consider the conditions of the climate) which benefits canopy management and promotes photosynthesis of leaves without excessive shading, thus reducing the incidence rate of diseases and enhancing the development of grapes.  

 `<noedit 1>[No grammatical errors found]</noedit 1>` 


","Establishing a trellis system (training system needs to consider the conditions of the climate) which benefits canopy management and promotes photosynthesis of leaves without excessive shading, thus reducing the incidence rate of diseases and enhancing the development of grapes.  

 ``",True,,False
145,gec,"Fix grammaticality of the sentence: There is no liberty through this society as those in powers show in their wording such convictions after the ranks and files has no clues as to question, or they fear for their life not to questioned.","There is no liberty in this society, as those in power show in their wording; it is such a conviction that the rank and file have no clue what to question or fear for their lives not to question.",Fix grammaticality of the sentence," There is no liberty through this society as those in powers show in their wording such convictions after the ranks and files has no clues as to question, or they fear for their life not to questioned.","There is no liberty in this society, as those in power demonstrate through their wording. Convictions are enforced after the ranks and files have no clue how to question, or they fear for their lives and avoid asking questions.  <noedit 1>[No grammatical errors were identified]</noedit 1> 


","There is no liberty in this society, as those in power demonstrate through their wording. Convictions are enforced after the ranks and files have no clue how to question, or they fear for their lives and avoid asking questions.",True,,False
751,gec,"Fix grammaticality of the sentence: If you go with your friends you will have a lot of fun and you would do a lot through activities throughout them, such upon playing volley against the beach, gone shopping, playing at the seas and other good things, but the last words is yours.","If you go with your friends you will have a lot of fun and you will do a lot of activities with them, such as playing volleyball on the beach, going shopping, playing in the sea and other good things, but the final word is yours.",Fix grammaticality of the sentence," If you go with your friends you will have a lot of fun and you would do a lot through activities throughout them, such upon playing volley against the beach, gone shopping, playing at the seas and other good things, but the last words is yours.","If you go with your friends, you'll have a lot of fun and do many things together, such as playing volleyball on the beach, going shopping, playing in the sea, and other enjoyable activities. Your choices ultimately matter.   
  

",,False,NO_TAGS_FOUND,
188,gec,"Fix grammatical mistakes in this sentence: The evidence shows out CP was hired across November 2012 towards a dispatches it also showing that the CP was discharged by the Respondents on July 07, 2015 until failure to pass a background check due to pass felonies convictions.",The evidence shows that the CP was hired on November 2012 as a dispatch. It also shows that the CP was discharged by the Respondents on July 07 2015 for failure to pass a background check due to a past felony conviction.,Fix grammatical mistakes in this sentence," The evidence shows out CP was hired across November 2012 towards a dispatches it also showing that the CP was discharged by the Respondents on July 07, 2015 until failure to pass a background check due to pass felonies convictions.","The evidence shows that our CP was hired across November 2012 toward a dispatch, and it also shows that the CP was discharged by the Respondents on July 07, 2015, due to the failure of a background check because of past felony convictions.  <noedit 1>[No grammatical errors found]</noedit 1>  


","The evidence shows that our CP was hired across November 2012 toward a dispatch, and it also shows that the CP was discharged by the Respondents on July 07, 2015, due to the failure of a background check because of past felony convictions.",True,,False
68,gec,"Make the sentence grammatical: You say you is providing training service and I would liking to knowing whether you could send some above your specialists to done the in-house training for our companies What is most important is that the system must be ready in one month above now from our shop-assistants doingn't cope with the flows along clients and thus, can't give the proper consultations for everyone.",You say you provide a training service and I would like to know whether you could send some of your specialists to do the in-house training for our company. What is most important is that the system must be ready in one month from now because our shop assistants aren't coping with the flow of clients and therefore can't give a proper consultation to everyone.,Make the sentence grammatical," You say you is providing training service and I would liking to knowing whether you could send some above your specialists to done the in-house training for our companies What is most important is that the system must be ready in one month above now from our shop-assistants doingn't cope with the flows along clients and thus, can't give the proper consultations for everyone.","You say that you are providing a training service and I would like to know whether you could send some of your specialists to do in-house training for our company. What is most important is that the system must be ready in one month from now.  Our shop assistants can't cope with the flow of clients and thus, can't give proper consultations to everyone. 
 
 
",,False,NO_TAGS_FOUND,
1298,neutralize,"Neutralize this text: during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the azerbaijani region of nagorno-karabakh which eventually developed into a full-scale war.","during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the region of nagorno-karabakh which eventually developed into a full-scale war.",Neutralize this text," during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the azerbaijani region of nagorno-karabakh which eventually developed into a full-scale war.","The relationship between Azerbaijan and Armenia became strained following Azerbaijan's independence.  There were existing tensions due to the presence of ethnic Armenians in the Nagorno-Karabakh region, which is part of Azerbaijan. These tensions escalated into a full-scale war.  
",,False,NO_TAGS_FOUND,
1558,neutralize,"Neutralize this text: most of the denomination's official theological bodies, such as the biblical research institute, occupy a moderate position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".","most of the denomination's official theological bodies, such as the biblical research institute, occupy a neutral position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".",Neutralize this text," most of the denomination's official theological bodies, such as the biblical research institute, occupy a moderate position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".","Most of the denomination's official theological bodies, such as the biblical research institute, hold a moderate stance on the theological spectrum. Their position affirms the 28 fundamental beliefs and avoids aligning with either the ""historic"" or ""progressive"" labels. 
 


",,False,NO_TAGS_FOUND,
1763,neutralize,Remove unsourced opinions from this text: slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.,slavery in the ottoman (turkish) empire was a legal and signigicant part of the ottoman empire's economy and society.,Remove unsourced opinions from this text, slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.,"slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society. <delete 1> It was a system that had deep roots in the empire's history and was intricately woven into its social fabric.</delete 1> 


",slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.  It was a system that had deep roots in the empire's history and was intricately woven into its social fabric.,True,,False
1353,neutralize,"Remove non-neutral points of view: des lynam lived there with his mistress , harriet hopkins, from 2005 until 2006.","des lynam lived there with his partner , harriet hopkins, from 2005 until 2006.",Remove non-neutral points of view," des lynam lived there with his mistress , harriet hopkins, from 2005 until 2006.","des lynam resided there with harriet hopkins from 2005 to 2006.  <noedit 1>[No excerpt mentions non-neutral points of view]</noedit> 


",des lynam resided there with harriet hopkins from 2005 to 2006.,True,,False
1570,neutralize,"Make this paragraph more neutral: israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.","israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the west bank and gaza strip.",Make this paragraph more neutral," israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.","Israel and Palestine are engaged in a protracted conflict, primarily concerning the status of the West Bank and Gaza Strip.  <noedit 1>[No specific wording to change for neutrality]</noedit> 


","Israel and Palestine are engaged in a protracted conflict, primarily concerning the status of the West Bank and Gaza Strip.",True,,False
1731,neutralize,"Remove non-neutral points of view: in 1938, the great poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:","in 1938, the poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:",Remove non-neutral points of view," in 1938, the great poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:","in 1938, the poet William Butler Yeats defended the O'Rahilly in a well-known poem, which begins: 

<noedit 1>[No points of view to remove]</noedit 1> 


","in 1938, the poet William Butler Yeats defended the O'Rahilly in a well-known poem, which begins:",True,,False
1328,neutralize,Remove unsourced opinions from this text: it was the first time that indians had enjoyed any sort of representation at the national level.,it was the first time that indians had were granted any sort of representation at the national level.,Remove unsourced opinions from this text, it was the first time that indians had enjoyed any sort of representation at the national level.,"it was the first time that indians had enjoyed any sort of representation at the national level.  <delete 1>It was a landmark achievement</delete 1> 


",it was the first time that indians had enjoyed any sort of representation at the national level.  It was a landmark achievement,True,,False
1302,neutralize,"Make this text more neutral: another notable author was j.b. priestley, who used to write plays, novels and other great pieces of work.","another notable author was j.b. priestley, who used to write plays, novels and other pieces of work.",Make this text more neutral," another notable author was j.b. priestley, who used to write plays, novels and other great pieces of work.","Another notable author was J.B. Priestley, known for his works in playwriting, novels, and other literary forms.  
",,False,NO_TAGS_FOUND,
1123,neutralize,"Make this text less biased: the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him /her with their pitiful user created ""problems"".","the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him with their pitiful user created ""problems"".",Make this text less biased," the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him /her with their pitiful user created ""problems"".","The ""Bastard Operator From Hell"" (BOFH), a fictional character created by Simon Travaglia, is a system administrator who uses humor to express frustration with user issues.  He often interacts with users (sometimes called ""lusers""), colleagues, and bosses in a sarcastic and sometimes exaggerated manner when faced with what he perceives as trivial or nonsensical problems. <insert 1>For example, the BOFH might mock users for not understanding basic computer concepts or blame them for technical difficulties caused by external factors.</insert 1>  
","The ""Bastard Operator From Hell"" (BOFH), a fictional character created by Simon Travaglia, is a system administrator who uses humor to express frustration with user issues.  He often interacts with users (sometimes called ""lusers""), colleagues, and bosses in a sarcastic and sometimes exaggerated manner when faced with what he perceives as trivial or nonsensical problems.",True,,False
1490,neutralize,Neutralize this text: carles puigdemont i casamaj ( ; 29 december 1962) is a spanish politician and former journalist.,carles puigdemont i casamaj ( ; 29 december 1962) is a catalan politician and former journalist.,Neutralize this text, carles puigdemont i casamaj ( ; 29 december 1962) is a spanish politician and former journalist.,"Carlos Puigdemont i Casamajó (born 29 December 1962) is a Spanish politician and former journalist.  
",,False,NO_TAGS_FOUND,
1142,neutralize,"Neutralize this text: trips has been criticised by the alter-globalization movement, regarding for example its consequences for the aids pandemic in africa.","trips has been criticised by the alter-globalization movement, regarding for example its consequences with regards to the the aids pandemic in africa.",Neutralize this text," trips has been criticised by the alter-globalization movement, regarding for example its consequences for the aids pandemic in africa.","<noedit 1>[No search text found for ID 1]</noedit> 
 trips has been the subject of debate, with some critics, such as those within the alter-globalization movement, raising concerns about its potential impacts. For instance, there have been discussions regarding its implications for the AIDS pandemic in Africa. 




","trips has been the subject of debate, with some critics, such as those within the alter-globalization movement, raising concerns about its potential impacts. For instance, there have been discussions regarding its implications for the AIDS pandemic in Africa.",True,,False
1796,neutralize,"Make this more neutral: in february 2007, neil received mixed reviews for a controversial cheapshot that injured buffalo's chris drury.","in february 2007, neil received mixed reviews for a controversial blindsided hit that injured buffalo's chris drury.",Make this more neutral," in february 2007, neil received mixed reviews for a controversial cheapshot that injured buffalo's chris drury.","In February 2007, Neil's hit on Buffalo's Chris Drury drew criticism for potentially being overly aggressive.  


",,False,NO_TAGS_FOUND,
1611,neutralize,Remove points of view: it was this insult by their own comrades which provoked the mutiny .,it was this insult by their own comrades which provoked the rebellion .,Remove points of view, it was this insult by their own comrades which provoked the mutiny .,"<delete 1>it was</delete 1> this insult by their own comrades which provoked the mutiny. 


",it was this insult by their own comrades which provoked the mutiny.,True,,True
1294,neutralize,"Make this paragraph more neutral: many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present serious safety challenges for roof hackers.","many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present safety challenges for roof hackers.",Make this paragraph more neutral," many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present serious safety challenges for roof hackers.","The roofing styles of buildings at American universities vary, with flat roofs being more common than pitched roofs.  While pitched roofs are often designed to mitigate snow or heavy rain accumulation, they can pose challenges for individuals accessing roofs for purposes beyond maintenance. <noedit 1>[No excerpt mentions neutrality]</noedit>



","The roofing styles of buildings at American universities vary, with flat roofs being more common than pitched roofs.  While pitched roofs are often designed to mitigate snow or heavy rain accumulation, they can pose challenges for individuals accessing roofs for purposes beyond maintenance.",True,,False
1783,neutralize,"Make this text more neutral: munster, ontario (also known as munster hamlet) is a quiet village situated south-west of stittsville, west of richmond and north of north gower.","munster, ontario (also known as munster hamlet) is a village situated south-west of stittsville, west of richmond and north of north gower.",Make this text more neutral," munster, ontario (also known as munster hamlet) is a quiet village situated south-west of stittsville, west of richmond and north of north gower.","Munster, Ontario (also known as Munster Hamlet) is a village located southwest of Stittsville, west of Richmond, and north of North Gower. 
",,False,NO_TAGS_FOUND,
