,_id,task,src,tgt
88,1183,neutralize,"Make this paragraph more neutral: michael carr notes that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.","michael carr argues that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation."
89,1396,neutralize,"Make this text less biased: but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.","despite the wartime testing there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat."
90,1578,neutralize,Remove non-neutral points of view: his father died when he was only 14.,his father died when he was 14.
91,1423,neutralize,"Remove points of view: some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the primitive tribes of palawan.","some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the tribes of palawan."
92,1435,neutralize,"Remove points of view: tone mason is a grammy-nominated canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.","tone mason is a canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius."
93,1550,neutralize,"Make this paragraph more neutral: in the 1980s, radical left-wing movements voiced increasing opposition to israel , controversially claiming that zionism was a racist and colonialist movement.","in the 1980s, radical left-wing movements voiced increasing opposition to israel , claiming that zionism was a racist and colonialist movement."
94,1667,neutralize,"Make this more neutral: in new age, channeling is the special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.","in new age, channeling is a supposed special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source."
95,1471,neutralize,Remove non-neutral points of view: there were no survivors among the five crew members and one jumpseat passenger on-board the ill-fated aircraft.,there were no survivors among the five crew members and one jumpseat passenger on-board the aircraft.
96,1481,neutralize,"Make this more neutral: his daughter, emma howell, was an aspiring poet and student at oberlin college who died tragically at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.","his daughter, emma howell, was an aspiring poet and student at oberlin college who died at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition."
97,1645,neutralize,Neutralize this text: clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,clean coal technology is a term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.
98,1638,neutralize,"Remove points of view: it took 4000 packs and was exhibited at london zoo in 2007. other serious artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.","it took 4000 packs and was exhibited at london zoo in 2007. other artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation."
99,1266,neutralize,"Make this more neutral: before an official investigation was finished, the votes were accidentally burned.","before an official investigation was finished, the votes were burned."
100,228,paraphrase,"Paraphrase this sentence: We were real, we were human.","We've been real, we've been people."
101,89,paraphrase,Write a paraphrase for the sentence: That is our marginal cost curve.,That's the curve of our marginal cost.
102,1102,paraphrase,Paraphrase the sentence: It was a horrible death.,It's been a terrible death.
103,649,paraphrase,Write a paraphrased version of the sentence: The labour market continues to face a number of challenges.,A number of challenges remain on the labour market.
104,268,paraphrase,"Paraphrase the sentence: In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.",The most favourable aid ceiling shall apply to aid serving various purposes and covering the same eligible costs.
105,627,paraphrase,"Paraphrase this sentence: You know, they come from all over the country.","They're all from around the country, you know."
106,548,paraphrase,Write a paraphrase for the sentence: The Strange Case of Dr Jekyll and Mr Hyde,Dr. Jekyil and Mr. Hyde's weird case
107,598,paraphrase,Write a paraphrase for the sentence: The king has told us to go to the arena.,We were asked to go into the arena by the King.
108,269,paraphrase,Paraphrase the sentence: The year I was born.,The year of my birth.
109,651,paraphrase,"Paraphrase this sentence: Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.","Finally, the emphasis of this report was inspireed by the European Year of Creativity and Innovation."
110,508,paraphrase,"Paraphrase the sentence: In preparing this proposal, the Commission carried out an Impact Assessment.",The Commission has conducted an impact assessment when preparing this proposal.
111,718,paraphrase,Paraphrase the sentence: The hopes and dreams of the Venezuelan people.,Venezuelan people's hopes and dreams.
112,392,paraphrase,Write a paraphrased version of the sentence: The highway network has doubled in the last 20 years.,"Over the past twenty years, the highway network has doubled."
113,400,paraphrase,Write a paraphrased version of the sentence: I will see to it that Bajor never forgets him.,I'll make sure Bajor never forgets it.
114,938,paraphrase,Rewrite this sentence: The Commission very much welcomes this development.,This development is very welcomed by the Commission.
115,56,paraphrase,Paraphrase this sentence: Would you like me to say a few words?,Is there some words you'd like me to say?
116,726,paraphrase,Paraphrase the sentence: The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,"At the UN Climate Conference in Copenhagen in December 2009, forthcoming international negotiations aims at concluding a new global accord."
117,804,paraphrase,Paraphrase this sentence: The Commission was to draw up a report based on this information.,"On the basis of this information, the Commission should have drawn up a report."
118,418,paraphrase,Write a paraphrase for the sentence: Russian troops are to remain in South Ossetia and Abkhazia.,"In South Osnetia and Abkhazia, Russian armies are to be remained."
119,445,paraphrase,Paraphrase the sentence: Kings and queens don't have that luxury.,There's no such luxury between kings and queens.
120,543,paraphrase,Paraphrase this sentence: We have to win this year!,This year we must win!
121,354,paraphrase,"Paraphrase the sentence: Because he was an activist and a great communicator with an inspirational style, Kennedy appeared to be a transformational president.","Kennedy was an activalist and a large communicator, an inspirational style, and as a result he had served as Transformative President."
122,1084,paraphrase,Write a paraphrase for the sentence: The planet had a very simple history.,The planet's history was very simple.
123,798,paraphrase,Paraphrase this sentence: I wanted to teach Nanna to swim.,It was about teaching Nanna how to go swimming.
124,539,paraphrase,"Write a paraphrase for the sentence: Following the signing of the Treaty of Amsterdam, this intergovernmental cooperation was incorporated into the EU framework on 1 May 1999.","Since 1 May 1999, such intergovernam cooperation has been integrated into the EU framework since the signature of the Treaty of Amsterdam."
125,656,paraphrase,Paraphrase the sentence: He was killed by the Germans on the Western Front.,The Germans on the West Front had killed him.
126,252,paraphrase,Paraphrase this sentence: We could not find anyone else.,No one else could be found.
127,517,paraphrase,"Write a paraphrase for the sentence: In order to determine the supplementary rules necessary for the implementation of this instrument, an agreement should be concluded between the Community and Iceland, Norway and Switzerland.","An Agreement should be concluded between the Community and Iceland, Norwegiany and Switzerland to establish the additional rules needed for the implementation of the instrument."
128,549,paraphrase,Rewrite this sentence: There were also bilateral discussions with DG REGIO.,Bilateral interviews with DG REGIO have also been held.
129,636,paraphrase,"Rewrite this sentence: The responsibility for a more secure cyberspace lies with all players of the global information society, from citizens to governments.","All actors in the global information society, from citizens to governments, have responsibilities for safer cyberspace."
130,434,paraphrase,Write a paraphrased version of the sentence: The EU will continue to support them.,They will continue to be supported by the EU.
131,475,paraphrase,Paraphrase this sentence: Two pilot studies have subsequently been carried out.,"Subsequently, two pilot studies were conducted."
132,758,paraphrase,Paraphrase this sentence: This must be so frustrating for you.,You must find it so frustrating.
133,1037,paraphrase,"Rewrite this sentence: The intention was laudable, but 11 years on, progress in achieving the MDGs has been uneven.","The project has been commendable, but after 11 years, progress in reaching an MDG is uneven."
134,545,paraphrase,Paraphrase the sentence: I know about your abilities.,I'm aware of your capabilities.
135,155,paraphrase,Write a paraphrase for the sentence: Are you sure we can trust him?,You're certain he can be trusted?
136,986,paraphrase,Write a paraphrase for the sentence: It is equally worrisome that in a limited number of countries the independence of regulators and the required allocation of powers are still not fully in place.,Just as worrying is the fact that regulatory independence and the necessary division of responsibilities are not yet fully established in a limited number of countries.
137,973,paraphrase,"Write a paraphrased version of the sentence: Otherwise, not much has happened.","Other than that, much didn't happen."
138,621,paraphrase,"Rewrite this sentence: Finally, it is forbidden to detain unaccompanied minors.",The detention of unaccompanied minors is also prohibited.
139,1008,paraphrase,Write a paraphrased version of the sentence: First we have to conquer the world.,We must conquer the world first.
140,332,paraphrase,"Paraphrase this sentence: BG, DK, EE, ES, FI, PL and SK have transposed this Article in whole or in part.","This Article has been fully or partially implemented by BG, DK, EE, ES, FI, PL and SA."
141,881,paraphrase,Write a paraphrase for the sentence: You think I have an eating disorder.,You're thinking I'm having a catering disorder.
142,519,paraphrase,Write a paraphrased version of the sentence: Then we go after the buyer.,"After that, we go after buyers."
143,773,paraphrase,Write a paraphrase for the sentence: What happened to my backyard?,What's wrong with my yard?
144,771,paraphrase,"Write a paraphrase for the sentence: ""What is happening to the prince?""","""What's going on with the prince?"""
145,38,paraphrase,Write a paraphrased version of the sentence: This is a question of honor.,That's a matter of honour.
146,785,paraphrase,Write a paraphrase for the sentence: Okinawa has just been invaded.,She was just attacked by Okinawa.
147,373,paraphrase,"Write a paraphrased version of the sentence: That was a great strategy, boys.","Well,that was a brilliant strategy,boys."
148,700,paraphrase,Write a paraphrased version of the sentence: It was a spontaneous vacation.,It's been an unspontaneous holiday.
149,640,paraphrase,Rewrite this sentence: We did everything we could.,We've done everything in our power.
